finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
010007300,CLINIQUE AMBULATOIRE CENDANEG,OQN,TAA,CLI,T1,M1,C1,,"        11,1",           0,           0,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,        1415,         498,           0,           0,           0,           0,           0,           0,         500,,        1412,           4,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 327,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Cataractes : 328,Greffes peau / parages hors brûlures : 88,Autres chirurgies ophtalmo : 51,Chirurgie inter spécialités : 24,Chirurgie des tissus mous : 2,Endoscopies digestives avec ou sans anesthésie : 925,Endoscopies digestives thérapeutiques et anesthésie : sé : 458,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 12",Explorations et surveillance pour affections myéloprolif : 8,"Autres Maladies immunitaires, du Sang, des Organes hémat : 4",,,,,,           5,"         1,5",           2,"         1,5",,"        5,18","        1,63","        3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,       40251,,,         100,         100,"       121,1",,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,"     18056,4",       41959,,"         0,4",,                                      .z,                                      .z,                                      .z
010007987,CH HAUTEVILLE-LOMPNES,DGF,TAA,CH,T1,M1,C0,,"        12,3","        0,45","        7,16",                                      .z,                                      .z,           0,"        93,5",,,,,,,,,,,,         443,           3,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Trauma crâniens : 1,Intervention  peau et tissu sous-cutané : 1,Ostéomyélites aigües (y compris vertébrales) et arthrite : 1,,,Toxicomanies et alcoolisme : 349,Soins palliatifs : 27,Explorations nocturnes et apparentées : 10,Signes et symptômes : 10,"Cardiopathies, valvulopathies : 5",           8,          20,          98,          19,         100,"       18,52","       15,41","        0,91",,,"       400,2","       40,06","       281,4","        3,28","        8,93","       66,53",,,,,,,,,,,,,,,,,,,,,,,,,"       1,113","       1,555",,,,,,,,,,,           0,,,          63,"        -1,4",Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,           0,"        18,2",,,,,
010008407,CH DU HAUT BUGEY,DGF,TAA,CH,T2,M2,C2,O2,"         6,3","        0,48","        6,49",                                      .z,                                      .z,"        61,2","        84,1","        67,5",,,,,,,,,,,        5028,        1552,         765,        1274,        1663,         263,           0,           0,           0,         174,         637,        2891,       15286,        1122,          99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 322,Arthroscopie du genou : 210,Hernie enfant : 0,RTU prostate : 35,Hernie adulte y compris cœlioscopie : 113,"Chirurgies main, poignet : 383",Cataractes : 324,"Arthroscopies, Biopsies ostéo-articulaires : 209",Chirurgies majeures orthopédiques (dont hanche et fémur : 205,Ablations matériel : 137,affections médicales du nouveau né : 635,Endoscopies digestives avec ou sans anesthésie : 426,Autres gastroentérites et maladies diverses du tube dige : 352,Infections respiratoires : 315,Signes et symptômes : 303,          80,          78,          80,          36,          17,"       50,42","       27,82","        9,12","        5,06","        3,44","      450,25","       58,56","      317,98","        4,31","        27,9","        41,5",,,,,,,,,,,,,,,,,,,,,,,,,"       0,981","       0,971","       0,909",,,,,,,      255179,"       19,78","       69,86","       51,73","        85,7","        93,8",         104,"         2,3",Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,          32,"     15708,3","     63323,5","        22,6","         1,4",,,,
010780054,CH BOURG EN BRESSE,DGF,TAA,CH,T3,M4,C3,O4,          13,"        1,47","       10,67",                                      .z,                                      .z,"        46,9","        75,6","       102,7",,,,,,,,,,,       15739,        4706,        2342,        5601,        3291,         712,        5374,       18446,        9265,        1872,        2009,        7287,       26274,        4149,         140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 119,Cataracte : 225,Arthroscopie du genou : 280,Hernie enfant : 6,RTU prostate : 150,Hernie adulte y compris cœlioscopie : 253,Chirurgies majeures orthopédiques (dont hanche et fémur : 554,"Chirurgies main, poignet : 502","Chirurgies transurétrales, autres : 444",Chirurgies utérus / annexes : 346,Hernies : 337,affections médicales du nouveau né : 2100,Douleurs chroniques : 1112,Endoscopies digestives avec ou sans anesthésie : 1030,Infections respiratoires : 795,Endoscopies digestives thérapeutiques et anesthésie : sé : 697,         114,          20,          40,         107,          33,"      164,08","      111,15","       15,25","       12,89","        7,75","     1709,32","      233,04","     1138,19","       10,76","      107,34","      219,99",,,,,,,,,,,,,,,,,,,,,,,,,"       0,978","       1,006","       1,021",,,,,,,      265839,"       15,43","       78,63","       41,15","       73,53","        83,6","         4,3",          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,          44,"     17604,3","    115365,8","        24,4","         1,8",,,,
010780062,CH DE BELLEY,DGF,TAA,CH,T2,M2,C2,O2,"         9,4","        0,64","       19,69",                                      .z,                                      .z,"        57,6","        66,5","        88,8",,,,,,,,,,,        3683,        1123,         570,         636,         768,         147,         387,           0,           0,         382,         462,        1633,       12047,         859,         105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 62,Hernie enfant : 1,RTU prostate : 39,Hernie adulte y compris cœlioscopie : 90,Chirurgies majeures orthopédiques (dont hanche et fémur : 175,Hernies : 125,actes ORL et stomato divers : 104,Intervention  peau et tissu sous-cutané : 102,"Chirurgies main, poignet : 96",affections médicales du nouveau né : 456,Infections respiratoires : 276,Endoscopies digestives avec ou sans anesthésie : 258,Symptômes digestifs : 205,Cardiologie autres : 181,,,,,,"       31,11","       20,19","         6,6","        1,02","        1,17","      463,39","       52,47","      328,27","        2,79","       26,54","       53,32",,,,,,,,,,,,,,,,,,,,,,,,,"        0,83","        0,86","       0,951",,,,,,,      264188,"       19,48","       65,32","       40,61","       87,75","        64,1","         4,6",          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,          45,"     30410,7","     58999,8","        28,4","         3,5",,,,
010780096,CH MONTPENSIER TREVOUX,DGF,TAA,CH,T1,M1,C1,,"        21,5","        1,14","       43,56",                                      .z,                                      .z,           0,"        86,7",,,,,,,,,,,,        1976,         114,           0,          13,           0,           0,           0,           0,           0,           1,           0,           4,,          48,          43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 42,Intervention  peau et tissu sous-cutané : 15,"Occlusions, sub-occlusions digestives : 14","Bronchites, bronchiolites et asthme : 14",Ostéomyélites aigües (y compris vertébrales) et arthrite : 13,Infections respiratoires : 254,Soins palliatifs : 182,"Cardiopathies, valvulopathies : 166",Autres affections du système nerveux : 159,"Névroses, psychoses et autres troubles mentaux : 101",         115,          60,         150,           0,          67,"       13,53","       10,83",,,,"      222,01","       19,31","      183,93","        3,81","        5,22","        9,74",,,,,,,,,,,,,,,,,,,,,,,,,"       0,915","       0,838",,,,,,,,,,,           0,,,           2,          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,"        25,1",,,,,
010780195,CLINIQUE CONVERT BOURG-EN-B.,OQN,TAA,CLI,T3,M2,C3,,"         9,5","         0,4","        3,47",                                      .z,                                      .z,"        26,8","        91,3","        68,9",,,,,,,,,,,        3487,        4488,           3,        4283,        5499,           1,        2772,           0,           0,         220,           0,        8403,       13575,        3827,          79,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein : 90,Cataracte : 1900,Arthroscopie du genou : 315,Hernie enfant : 0,RTU prostate : 192,Hernie adulte y compris cœlioscopie : 225,Cataractes : 1901,actes ORL et stomato divers : 1204,Chirurgies majeures orthopédiques (dont hanche et fémur : 488,"Arthroscopies, Biopsies ostéo-articulaires : 472","Chirurgies main, poignet : 410",Endoscopies digestives avec ou sans anesthésie : 1309,Endoscopies digestives thérapeutiques et anesthésie : sé : 1026,Cathéthérismes diagnostiques vasculaires et coronariens : 683,Cathétérismes thérapeutiques vasculaires et coronariens : 665,Cardiologie autres : 478,           0,           0,           0,           0,           0,"        58,5",          24,"        16,5","        12,5",           3,"      243,06","       34,65","      189,78","        0,51","        7,09","       11,03",,,,,,,,,,,,,,,,,,,,,,,,,"       0,951","       0,946","       0,855",                                      .z,                                      .z,                                      .z,                                      .z,,,      408704,,,"       54,81","       81,04","        98,5",,          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,           0,"     61970,2",      143926,          21,"         0,2",,                                      .z,                                      .z,                                      .z
010780203,HÔPITAL PRIVÉ D'AMBERIEU,OQN,TAA,CLI,T2,M2,C2,O2,"         5,5","        0,19","        5,71",                                      .z,                                      .z,"        39,2","       115,9","        68,9",,,,,,,,,,,        3299,        2182,         998,        2055,        2419,          71,          75,           0,           0,          56,         841,        3912,       17913,        2165,          83,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein : 9,Cataracte : 364,Arthroscopie du genou : 130,Hernie enfant : 2,RTU prostate : 20,Hernie adulte y compris cœlioscopie : 113,actes ORL et stomato divers : 600,Cataractes : 365,"Amygdalectomies, VG, drains transT : 309",Chirurgies rectum/anus (hors résections) : 215,Chirurgies utérus / annexes : 205,affections médicales du nouveau né : 821,Endoscopies digestives avec ou sans anesthésie : 802,Endoscopies digestives thérapeutiques et anesthésie : sé : 442,Explorations et surveillance pour affections endocrinien : 278,Infections respiratoires : 185,           0,          22,           0,          25,          67,"       38,83","       18,25","        10,5","        3,26",           5,"      241,22","       58,77","      159,22","        1,98","       12,31","        8,94",,,,,,,,,,,,,,,,,,,,,,,,,"         0,9","       0,876","       0,935",                                      .z,                                      .z,                                      .z,                                      .z,,,      259634,"       17,72","       72,69","       52,51","        76,6","        92,3",,          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,          51,"     53341,5","     89598,2","        18,8","         1,1",,                                      .z,                                      .z,                                      .z
010780294,NEPHROCARE CH BELLEY,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        9103,         202,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,          50,          40,          80,          19,         100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,          71,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,                                      .z,                                      .z,                                      .z
020000022,CH DE GUISE,DGF,TAA,CH,T1,M1,C1,,"        10,4","        1,21","       43,98",                                      .z,                                      .z,           0,"        83,5",,,,,,,,,,,,         815,          50,           0,         187,          19,           0,           0,           0,           0,           0,           0,           0,,           6,          49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 26,Trauma crâniens : 18,"Occlusions, sub-occlusions digestives : 13",Intervention  peau et tissu sous-cutané : 6,"Bronchites, bronchiolites et asthme : 2","Cardiopathies, valvulopathies : 91",Infections respiratoires : 84,Signes et symptômes : 55,Maladies osseuses et arthropathies : 49,Cardiologie autres : 43,          40,          77,         150,          25,          33,"        7,97","        6,82",,,,"      194,88","        19,7","      146,57","        2,76","        4,68","       21,17",,,,,,,,,,,,,,,,,,,,,,,,,"       1,008","       1,025",,,,,,,,,,,"       27,54",,,"         1,2",          85,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,          28,,,,,
