finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
010007300,CLINIQUE AMBULATOIRE CENDANEG,OQN,TAA,CLI,T1,M1,C1,,"         8,5",           0,           0,                                      .z,                                      .z,,,,,,,,,,,           2,,,           0,           0,           0,        1444,         395,           0,           0,           0,           0,           0,           0,         395,,        1445,           4,,,,,,           2,,,,,      929390,,      564135,,           0,,           0,,           0,,,,      722183,,                                      .z,,      114325,,                                      .z,,      158315,,      398328,,       81763,,       43706,,     -114848,,      158555,,           1,Chirurgie du sein : 0,Cataracte : 354,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Cataractes : 355,Greffes peau / parages hors brûlures : 8,Autres chirurgies ophtalmo : 27,Chirurgie inter spécialités : 0,Chirurgie des tissus mous : 1,Endoscopies digestives avec ou sans anesthésie : 1087,Endoscopies digestives thérapeutiques et anesthésie : sé : 332,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 9",Explorations et surveillance pour affections myéloprolif : 3,"Autres Maladies immunitaires, du Sang, des Organes hémat : 5",,,,,,"         2,6","         0,6","         0,6","         1,4",,"        4,92","        1,93","        2,99",,,,,"        22,3",,          17,,         100,,"         0,5",,"        39,9",,"         2,5",,"        70,5",,,,         -58,,"        22,1",,"        10,3",,"        22,9",,,,                                      .z,                                      .z,                                      .z,                                      .z,,,       42880,,,         100,         100,"        89,8",,,78,N. Conc.,N. Conc.,N. Conc.,N. Conc.,92% ± 2%,N. Conc.,A,,,,,"     15535,8","     97361,7",,"         0,3",,                                      .z,                                      .z,                                      .z
010007987,CH HAUTEVILLE-LOMPNES,DGF,TAA,CH,T1,M1,C0,,"        13,5","        0,28","        7,04",                                      .z,                                      .z,           0,"        87,5",,,          11,,,,,,,,,         350,           4,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           7,,,,,,,,,,    29844498,,     1371698,,      119808,,           0,,       97424,,    20286009,,    26342585,,     1589236,,     1664892,,     1420108,,     3324802,,    35538732,,     5093740,,    11978525,,     1229093,,    10749432,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Trauma crâniens : 0,Intervention  peau et tissu sous-cutané : 2,Ostéomyélites aigües (y compris vertébrales) et arthrite : 0,,,Toxicomanies et alcoolisme : 194,Soins palliatifs : 30,Explorations nocturnes et apparentées : 18,Signes et symptômes : 30,"Cardiopathies, valvulopathies : 3",,,,,,"       14,45","       12,05",,,,"      397,08","       40,93","      276,43","        4,32","        8,84","       66,56","        11,7",,"        10,9",,"        82,8",,"         1,5",,"        14,9",,"         2,4",,"        84,6",,"        46,9",,          17,,         166,,"        72,3",,          53,,"       1,077","       0,974",,"        15,1","         5,1",           8,"        32,1",,,,,,           0,,,,"         2,9",57,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,A,,,,,,,          19,,,,,           0
010008407,CH DU HAUT BUGEY,DGF,TAA,CH,T2,M2,C2,O2,"         5,6","        0,53","        6,17",                                      .z,                                      .z,"        58,2","        80,9","        91,6","        47,2",          71,,           6,,           7,          26,           8,          21,,        4656,        1437,         850,        1304,        1232,         212,           0,           0,           0,         156,         687,        2548,       15248,        1035,         100,           1,,,,,           4,           1,     6884452,,    46908944,,    23571267,,     3051767,,       56000,,     2707859,,     2708881,,    42631489,,    32337202,,    -2614736,,    -2730744,,     2707864,,    62476084,,    37527436,,     4254261,,     4813356,,     -559095,,           1,,Chirurgie du sein : 0,Cataracte : 136,Arthroscopie du genou : 187,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 83,"Chirurgies main, poignet : 319",Cataractes : 136,"Arthroscopies, Biopsies ostéo-articulaires : 182",Chirurgies majeures orthopédiques (dont hanche et fémur : 171,Ablations matériel : 117,affections médicales du nouveau né : 677,Endoscopies digestives avec ou sans anesthésie : 417,Autres gastroentérites et maladies diverses du tube dige : 306,Infections respiratoires : 259,Signes et symptômes : 280,,,,,,"       46,26","       25,61","        8,63","        4,24","        3,19","      474,62","       61,44","      347,06",           1,"       25,62","        39,5","         9,1",,"         5,3",,"        42,2",,"        13,9",,"        66,8",,           2,,"        75,4",,"        27,3",,"        41,2",,"        36,4",,"       111,4",,"        46,2",,"        1,03","       0,925","       0,964","        25,8","         9,7","        21,3","        22,3",     1005029,,      180076,"       21,25","       61,37","       46,16","       79,08",          70,,"        13,5",69,73 ± 4,30% ± 10%,39% ± 11%,15% ± 8%,85% ± 4%,N. Conc.,A,,,,          30,"     18739,4","     62315,2","        22,2","         1,3","         6,2",,,           0
010780054,CH BOURG EN BRESSE,DGF,TAA,CH,T3,M4,C3,O4,"        11,3","        1,51","        9,43",                                      .z,                                      .z,"        43,2","        79,3","        89,8","        53,2",         279,          12,           6,          12,          29,          94,          15,          64,           4,       14926,        4779,        2509,        4274,        1957,         812,        5001,       17079,        7494,        1293,        2162,        6072,"     23441,5",        3738,         141,           1,           1,,           1,,           9,           2,    24013847,,   158912215,,   117423930,,    26071078,,     1049232,,    15497727,,     3917871,,   132729084,,   110416545,,     1533278,,     1287074,,    26169535,,   150475675,,     4345403,,    65949385,,    33202838,,    32746547,,           1,,Chirurgie du sein : 117,Cataracte : 0,Arthroscopie du genou : 185,Hernie enfant : 5,RTU prostate : 116,Hernie adulte y compris cœlioscopie : 230,Chirurgies majeures orthopédiques (dont hanche et fémur : 493,"Chirurgies main, poignet : 493","Chirurgies transurétrales, autres : 182",Chirurgies utérus / annexes : 351,Hernies : 307,affections médicales du nouveau né : 2287,Douleurs chroniques : 407,Endoscopies digestives avec ou sans anesthésie : 922,Infections respiratoires : 727,Endoscopies digestives thérapeutiques et anesthésie : sé : 480,,,,,,"      142,86","       97,66","        11,6","         9,8",           9,"     1745,42",         231,"     1205,29","        9,87","       98,49","      200,77","        16,5",,          16,,"        97,8",,"         0,2",,"         3,1",,"         8,9",,          74,,"        53,3",,"        91,3",,"       181,4",,"        89,6",,"        41,9",,"       1,013","       1,035","        1,03","        21,7",           7,"        16,7","        19,6",      848546,,      236137,"       17,07","       78,92","       29,05","       59,03","        59,3","         2,3",,87,73 ± 4,49% ± 11%,65% ± 10%,45% ± 11%,75% ± 4%,95% ± 6%,A,,,,          45,"     18486,4","    134873,9","        20,7","         2,1","         4,3",,,           0
010780062,CH DE BELLEY,DGF,TAA,CH,T2,M2,C2,O2,"        10,2","        0,76","       10,52",                                      .z,                                      .z,"        47,1",          53,"        55,4","        62,9",          97,,           4,,           5,          37,,          12,,        3411,        1581,         681,         776,         468,         188,         344,           0,           0,          17,         539,        1844,       11677,         874,         109,           1,,,,,           6,           1,     4609597,,    33377216,,    19596233,,     1757155,,       46891,,       31416,,     2416427,,    33427353,,    25083823,,     -908667,,     -982655,,      619843,,    16617907,,     2084391,,     4661122,,     2906296,,     1754827,,           1,,Chirurgie du sein : 3,Cataracte : 0,Arthroscopie du genou : 56,Hernie enfant : 1,RTU prostate : 51,Hernie adulte y compris cœlioscopie : 138,Chirurgies majeures orthopédiques (dont hanche et fémur : 169,Hernies : 181,actes ORL et stomato divers : 83,Intervention  peau et tissu sous-cutané : 79,"Chirurgies main, poignet : 90",affections médicales du nouveau né : 543,Infections respiratoires : 193,Endoscopies digestives avec ou sans anesthésie : 219,Symptômes digestifs : 146,Cardiologie autres : 113,,,,,,"       42,76","       24,56","         8,5",           3,"         2,7","      487,55","       59,61","      349,72","        2,86","       30,16","        45,2","        -0,2",,"         1,8",,"        48,5",,"         3,4",,"        15,9",,"         1,7",,"        54,4",,"        54,9",,"        31,7",,"        50,9",,"        94,8",,"        90,3",,"       0,961","       0,863","       0,945","        29,2","        11,7","        22,5","        20,4",      365841,,      101549,"       16,88","       59,38","       22,84","       49,43",,"        10,4",,78,69 ± 4,18% ± 8%,86% ± 8%,65% ± 10%,66% ± 2%,71% ± 14%,A,,,,          42,"     19045,9","     52635,4",          32,"         1,8","         3,7",,,           0
010780096,CH MONTPENSIER TREVOUX,DGF,TAA,CH,T1,M1,C1,,"        28,3","        1,15","        41,1",                                      .z,                                      .z,           0,"        86,4",,,          48,,,,,,,,,         761,          19,           0,           1,           0,           0,           0,           0,           0,           4,           0,           0,,          22,          28,,,,,,,,,,    19571204,,     4385735,,      170240,,           0,,       41413,,     4285825,,    15616818,,     3360473,,     2124245,,     1517761,,     3612653,,    36786980,,    11489886,,     8232598,,     1425243,,     6807355,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 13,Intervention  peau et tissu sous-cutané : 1,"Occlusions, sub-occlusions digestives : 3","Bronchites, bronchiolites et asthme : 2",Ostéomyélites aigües (y compris vertébrales) et arthrite : 0,Infections respiratoires : 100,Soins palliatifs : 171,"Cardiopathies, valvulopathies : 46",Autres affections du système nerveux : 21,"Névroses, psychoses et autres troubles mentaux : 41",,,,,,"        9,05","        8,35",,,,"      157,46","       12,65","      131,09","        1,35","        4,83","        7,54","        20,2",,"        17,2",,"        86,6",,"         3,2",,"        32,9",,"        15,6",,"        75,9",,"        13,8",,"        33,3",,"       192,4",,"       124,7",,"        76,9",,"       1,095","       1,118",,"        30,4","         7,3",           1,"        18,4",,,,,,           0,,,"        -0,2",,73,89 ± 3,85% ± 8%,94% ± 5%,59% ± 11%,N. Conc.,N. Conc.,A,,,B,,,,"        22,6",,,,,           0
010780195,CLINIQUE CONVERT BOURG-EN-B.,OQN,TAA,CLI,T3,M2,C3,,"        11,1","        0,35","        3,39",                                      .z,                                      .z,"        23,8","       121,4","        46,6",,          32,,           5,          10,          11,         132,          21,,,        3101,        5153,           6,        2675,        4834,           0,        2835,           0,           0,          93,           0,        8700,       12842,        3672,          79,           1,           1,,           1,,           8,,,,,,,    25156716,,      228474,,       13641,,       43343,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 60,Cataracte : 1490,Arthroscopie du genou : 328,Hernie enfant : 1,RTU prostate : 193,Hernie adulte y compris cœlioscopie : 219,Cataractes : 1495,actes ORL et stomato divers : 1017,Chirurgies majeures orthopédiques (dont hanche et fémur : 427,"Arthroscopies, Biopsies ostéo-articulaires : 341","Chirurgies main, poignet : 465",Endoscopies digestives avec ou sans anesthésie : 1246,Endoscopies digestives thérapeutiques et anesthésie : sé : 963,Cathéthérismes diagnostiques vasculaires et coronariens : 463,Cathétérismes thérapeutiques vasculaires et coronariens : 526,Cardiologie autres : 143,,,,,,"        42,7","        10,8","        17,8","         9,4",           2,"      236,41","       38,11","      182,61","        0,57","        3,91","       11,21",,,,,,,,,,,,,,,,,,,,,,,,,"       0,866","       0,946","       1,197",                                      .z,                                      .z,                                      .z,                                      .z,,,      366803,,,"        48,1","       70,89","       105,1",,,84,65 ± 3,21% ± 9%,100% ± 0%,85% ± 8%,78% ± 3%,50% ± 13%,A,,,,           0,"     73045,1","    118073,6","        19,6","         0,2",,                                      .z,                                      .z,                                      .z
010780203,HÔPITAL PRIVÉ D'AMBERIEU,OQN,TAA,CLI,T2,M2,C2,O2,"         4,7","        0,12","        2,95",                                      .z,                                      .z,"        33,3","        61,1",          58,"        76,6",          20,,           6,,           2,          46,          10,          17,,        2506,        2178,        1127,        2146,        1695,          88,          22,           0,           0,           9,         954,        3350,       14314,        1745,          71,           1,,,,,           5,           1,     2717501,,,,,    10806672,,     1144986,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 7,Cataracte : 387,Arthroscopie du genou : 42,Hernie enfant : 3,RTU prostate : 33,Hernie adulte y compris cœlioscopie : 92,actes ORL et stomato divers : 403,Cataractes : 387,"Amygdalectomies, VG, drains transT : 292",Chirurgies rectum/anus (hors résections) : 154,Chirurgies utérus / annexes : 131,affections médicales du nouveau né : 947,Endoscopies digestives avec ou sans anesthésie : 689,Endoscopies digestives thérapeutiques et anesthésie : sé : 403,Explorations et surveillance pour affections endocrinien : 0,Infections respiratoires : 111,,,,,,"        31,8","        16,3",           6,           4,           4,"      181,38","       41,09","      127,79","         0,5","        2,46","        9,54",,,,,,,,,,,,,,,,,,,,,,,,,"       0,877","       0,911","       0,929",                                      .z,                                      .z,                                      .z,                                      .z,,,      217086,"       19,18","       74,32","       43,69","       68,64","        77,1",,,64,75 ± 4,31% ± 10%,45% ± 11%,55% ± 11%,68% ± 2%,N. Conc.,A,,,,          60,"     42704,4","    130869,8","        25,7","         0,8",           3,                                      .z,                                      .z,                                      .z
010780294,NEPHROCARE CH BELLEY,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,                                      .z,                                      .z,                                      .z
020000022,CH DE GUISE,DGF,TAA,CH,T1,M1,C1,,"        10,8","        3,21","       33,97",                                      .z,                                      .z,"        63,4","        78,4",,,          28,,,,,,,,,         781,          25,           0,         115,          15,           0,           0,           0,           0,           0,           0,           0,,          23,          62,,,,,,,,,,    15646132,,     5074758,,      403681,,       25000,,      206221,,     2731185,,    14538721,,     4541607,,      116889,,     -249508,,      772157,,    23858141,,    10308828,,     5180610,,     1484161,,     3696450,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 21,Trauma crâniens : 5,"Occlusions, sub-occlusions digestives : 8",Intervention  peau et tissu sous-cutané : 1,"Bronchites, bronchiolites et asthme : 4","Cardiopathies, valvulopathies : 22",Infections respiratoires : 42,Signes et symptômes : 30,Maladies osseuses et arthropathies : 28,Cardiologie autres : 23,,,,,,"         3,6",           3,,,,"      179,96","       20,15","      132,89","         1,5","        4,56","       20,86","         7,1",,"         4,5",,"        20,3",,"        13,4",,"        44,8",,"         1,8",,"        74,9",,"        17,7",,"        37,3",,"       130,1",,"        98,8",,          27,,"       1,027","       1,186",,"        29,6","        10,1","         4,4","        22,1",,,,,,"        37,5",,,"        -1,9",,70,88 ± 3,73% ± 10%,93% ± 6%,74% ± 10%,N. Conc.,N. Conc.,A,,,,,,,"        34,5",,,,,           0
